ประทับเวลา	ภาคส่วนการทำงานของท่านคืออะไร? 	อายุ	เพศ	ปัจจุบันคุณอาศัยอยู่ในลักษณะใด?	รายได้ของครอบครัวต่อเดือน	ลองนึกภาพบันไดนี้แทนระดับฐานะทางสังคมของคุณ ได้แก่ การศึกษา การเงิน และมีงานที่ได้รับการเคารพนับถือ ขั้นบนสุดคือดีที่สุด ขั้นล่างสุดคือแย่ที่สุด  คุณคิดว่าตัวเองอยู่ตรงไหนบนบันไดนี้?	โดยเฉลี่ยแล้ว คุณใช้เวลาบนแพลตฟอร์มโซเชียลมีเดีย (Facebook, Instagram, TikTok, X ฯลฯ) กี่ชั่วโมงต่อวัน?	คุณทำสิ่งต่อไปนี้บนโซเชียลมีเดียบ่อยแค่ไหน? [ดูฟีดของเหล่าอินฟลูเอนเซอร์หรือคนที่ดูเหมือนจะร่ำรวยหรือประสบความสำเร็จมากกว่าคุณ]	คุณทำสิ่งต่อไปนี้บนโซเชียลมีเดียบ่อยแค่ไหน? [ชมภาพถ่ายหรือวิดีโอเกี่ยวกับการท่องเที่ยวสุดหรู สินค้าราคาแพง หรือวิถีชีวิตในอุดมคติ โดยไม่มีปฏิสัมพันธ์ (เช่น การกดไลค์/แสดงความคิดเห็น)]	คุณทำสิ่งต่อไปนี้บนโซเชียลมีเดียบ่อยแค่ไหน? [เลื่อนดูข้อความอัปเดตจากเพื่อนหรือคนรู้จักที่ดูเหมือนจะประสบความสำเร็จในชีวิตมากกว่าคุณ]	มีคนสนิทกี่คนที่คุณสามารถพึ่งพาได้หากคุณมีปัญหาใหญ่ในชีวิตส่วนตัว?	ผู้คนให้ความสนใจและห่วงใยในสิ่งที่คุณทำมากน้อยแค่ไหน?	หากต้องการความช่วยเหลือจากเพื่อนบ้าน คุณจะได้รับความช่วยเหลือง่ายแค่ไหน?	คำกล่าวนี้ตรงกับตัวคุณหรือสถานการณ์ของคุณมากน้อยแค่ไหน? [ตอนนี้ฐานะการเงินของฉันค่อนข้างลำบาก]	คำกล่าวนี้ตรงกับตัวคุณหรือสถานการณ์ของคุณมากน้อยแค่ไหน? [จากสถานการณ์ทางการเงินของฉัน ฉันรู้สึกว่าจะไม่มีวันได้สิ่งต่างๆ ที่ฉันต้องการในชีวิต]	คำกล่าวนี้ตรงกับตัวคุณหรือสถานการณ์ของคุณมากน้อยแค่ไหน? [ฉันกังวลว่าเงินที่ฉันมีอยู่ในตอนนี้ หรือเงินที่จะเก็บออมในอนาคตอาจไม่เพียงพอ]	คำกล่าวนี้ตรงกับตัวคุณหรือสถานการณ์ของคุณมากน้อยแค่ไหน? [ฉันสามารถรับมือกับค่าใช้จ่ายทางการเงินก้อนใหญ่ที่ไม่คาดคิดได้]	คำกล่าวนี้ตรงกับชีวิตคุณบ่อยแค่ไหน? [ฉันมีเงินเหลือตอนสิ้นเดือน]	คำกล่าวนี้ตรงกับชีวิตคุณบ่อยแค่ไหน? [ข้อจำกัดทางการเงินส่งผลต่อชีวิตของฉัน]	ในช่วงสองสัปดาห์ที่ผ่านมา คุณรู้สึกแบบนี้บ่อยแค่ไหน... [ฉันรู้สึกร่าเริงและอารมณ์ดี]	ในช่วงสองสัปดาห์ที่ผ่านมา คุณรู้สึกแบบนี้บ่อยแค่ไหน... [ฉันรู้สึกสงบและผ่อนคลาย]	ในช่วงสองสัปดาห์ที่ผ่านมา คุณรู้สึกแบบนี้บ่อยแค่ไหน... [ฉันรู้สึกกระฉับกระเฉงและมีพลัง]	ในช่วงสองสัปดาห์ที่ผ่านมา คุณรู้สึกแบบนี้บ่อยแค่ไหน... [ฉันตื่นขึ้นมาด้วยความรู้สึกสดชื่นและพักผ่อนเต็มที่]	ในช่วงสองสัปดาห์ที่ผ่านมา คุณรู้สึกแบบนี้บ่อยแค่ไหน... [ชีวิตประจำวันของฉันเต็มไปด้วยสิ่งที่ฉันสนใจ]
4/4/2026, 8:49:17	การค้าส่ง ค้าปลีก และการซ่อมแซม	35 — 44 ปี	หญิง	อยู่กับครอบครัว / ผู้ปกครอง	30,001 — 50,000 บาท	5	2 — 4 ชั่วโมง	บ่อยมาก	บ่อยมาก	บ่อยมาก	1 — 2 คน	น้อย	ยาก	ส่วนใหญ่	ส่วนใหญ่	ส่วนใหญ่	ไม่เลย	ไม่เคย	ตลอด	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
4/4/2026, 8:58:30	การสื่อสารและเทคโนโลยีสารสนเทศ	มากกว่า 45 ปี																						
4/4/2026, 8:59:26	การค้าส่ง ค้าปลีก และการซ่อมแซม	35 — 44 ปี	ชาย	อยู่กับครอบครัว / ผู้ปกครอง	50,001 — 80,000 บาท	9	1 — 2 ชั่วโมง	บ่อยครั้ง	บ่อยครั้ง	บ่อยมาก	1 — 2 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	ไม่เลย	ตลอดเวลา	ตลอด	ไม่เคย	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา
4/4/2026, 8:59:47	อุตสาหกรรมการผลิตและโรงงาน	35 — 44 ปี	ชาย	อยู่กับครอบครัว / ผู้ปกครอง	30,001 — 50,000 บาท	4	1 — 2 ชั่วโมง	บ่อยครั้ง	บ่อยครั้ง	บ่อยมาก	1 — 2 คน	น้อย	ยาก	ส่วนใหญ่	ส่วนใหญ่	ส่วนใหญ่	น้อยมาก	ไม่เคย	ตลอด	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
4/4/2026, 10:01:38	อุตสาหกรรมการผลิตและโรงงาน	35 — 44 ปี	ชาย	บ้านเช่า	50,001 — 80,000 บาท	8	1 — 2 ชั่วโมง	บ่อยครั้ง	บ่อยครั้ง	บ่อยมาก	3 — 5 คน	มาก	ง่าย	ไม่เลย	ไม่เลย	ไม่เลย	ส่วนใหญ่	ตลอด	ไม่เคย	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
4/4/2026, 10:03:39	การสื่อสารและเทคโนโลยีสารสนเทศ	18 — 24 ปี	ชาย	อยู่กับเพื่อน / คู่รัก / แชร์ที่พัก	30,001 — 50,000 บาท	6	1 — 2 ชั่วโมง	น้อย	น้อย	น้อย	3 — 5 คน	น้อย	ยาก	น้อยมาก	น้อยมาก	น้อยมาก	ตลอดเวลา	ตลอด	ไม่เคย	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา
4/4/2026, 10:24:34	การเงินและประกันภัย	35 — 44 ปี	ชาย	อยู่กับครอบครัว / ผู้ปกครอง	50,001 — 80,000 บาท	8	1 — 2 ชั่วโมง	บางครั้ง	น้อย	บ่อยครั้ง	3 — 5 คน	น้อย	ยากมาก	ไม่เลย	น้อยมาก	ส่วนใหญ่	ตลอดเวลา	ตลอด	ไม่เคย	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา
4/4/2026, 10:43:44	การเงินและประกันภัย	35 — 44 ปี	หญิง	อยู่กับครอบครัว / ผู้ปกครอง	30,001 — 50,000 บาท	5	1 — 2 ชั่วโมง	บางครั้ง	น้อย	น้อย	3 — 5 คน	มาก	เป็นไปได้	ส่วนใหญ่	ส่วนใหญ่	ตลอดเวลา	น้อยมาก	ไม่เคย	ตลอด	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
4/4/2026, 10:45:50	อุตสาหกรรมการผลิตและโรงงาน	25 — 34 ปี	หญิง	อยู่กับเพื่อน / คู่รัก / แชร์ที่พัก	30,001 — 50,000 บาท	5	1 — 2 ชั่วโมง	บางครั้ง	น้อย	น้อย	1 — 2 คน	น้อย	เป็นไปได้	ส่วนใหญ่	ส่วนใหญ่	ส่วนใหญ่	ไม่เลย	ไม่เคย	ตลอด	บางครั้ง	น้อยกว่าครึ่งหนึ่งของเวลา	บางครั้ง	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา
4/4/2026, 11:47:23	การค้าส่ง ค้าปลีก และการซ่อมแซม	18 — 24 ปี	หญิง	อยู่คนเดียว	20,001 — 30,000 บาท	4	2 — 4 ชั่วโมง	บ่อยมาก	บ่อยมาก	บ่อยมาก	3 — 5 คน	น้อย	ยาก	ส่วนใหญ่	ส่วนใหญ่	ตลอดเวลา	น้อยมาก	ไม่เคย	ตลอด	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา
4/4/2026, 11:47:28	การค้าส่ง ค้าปลีก และการซ่อมแซม	25 — 34 ปี	ชาย	อยู่กับครอบครัว / ผู้ปกครอง	80,001 — 150,000 บาท	9	1 — 2 ชั่วโมง	น้อย	น้อย	น้อย	1 — 2 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	น้อยมาก	ส่วนใหญ่	ตลอด	ไม่เคย	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา
5/4/2026, 10:53:31	การสื่อสารและเทคโนโลยีสารสนเทศ	25 — 34 ปี	หญิง	อยู่กับครอบครัว / ผู้ปกครอง	50,001 — 80,000 บาท	9	1 — 2 ชั่วโมง	น้อย	น้อย	บางครั้ง	1 — 2 คน	น้อย	ยาก	น้อยมาก	น้อยมาก	น้อยมาก	ส่วนใหญ่	ตลอด	ไม่เคย	ส่วนใหญ่ของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	ส่วนใหญ่ของเวลา
5/4/2026, 10:53:39	การค้าส่ง ค้าปลีก และการซ่อมแซม	18 — 24 ปี	ชาย	อยู่กับเพื่อน / คู่รัก / แชร์ที่พัก	30,001 — 50,000 บาท	7	1 — 2 ชั่วโมง	ไม่เคย	น้อย	ไม่เคย	ไม่มี	น้อย	ยาก	ไม่เลย	ไม่เลย	ไม่เลย	ตลอดเวลา	ตลอด	ไม่เคย	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา
5/4/2026, 10:54:25	การค้าส่ง ค้าปลีก และการซ่อมแซม	35 — 44 ปี	หญิง	อยู่กับเพื่อน / คู่รัก / แชร์ที่พัก	30,001 — 50,000 บาท	5	1 — 2 ชั่วโมง	น้อย	น้อย	น้อย	1 — 2 คน	น้อย	ยาก	ตลอดเวลา	ส่วนใหญ่	ตลอดเวลา	ไม่เลย	ไม่เคย	ตลอด	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
5/4/2026, 10:59:36	นักเรียน/นักศึกษา																							
5/4/2026, 11:13:37	อุตสาหกรรมการผลิตและโรงงาน	35 — 44 ปี	หญิง	คอนโด	30,001 — 50,000 บาท	4	1 — 2 ชั่วโมง	บางครั้ง	น้อย	น้อย	3 — 5 คน	น้อย	ยาก	ส่วนใหญ่	ส่วนใหญ่	ส่วนใหญ่	ไม่เลย	ไม่เคย	ตลอด	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา
5/4/2026, 11:14:48	สุขภาพและกิจกรรมทางสังคม	18 — 24 ปี	หญิง	บ้านเช่า	50,001 — 80,000 บาท	9	2 — 4 ชั่วโมง	บ่อยมาก	บ่อยมาก	บ่อยมาก	3 — 5 คน	มาก	ง่าย	น้อยมาก	น้อยมาก	น้อยมาก	ส่วนใหญ่	ตลอด	ไม่เคย	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
5/4/2026, 11:33:44	การศึกษา	35 — 44 ปี	ชาย	อยู่คนเดียว	10,000 — 20,000 บาท	3	1 — 2 ชั่วโมง	บ่อยครั้ง	บ่อยครั้ง	บางครั้ง	3 — 5 คน	น้อย	เป็นไปได้	ส่วนใหญ่	บ้าง	ส่วนใหญ่	ไม่เลย	ไม่เคย	ตลอด	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	บางครั้ง	บางครั้ง	บางครั้ง
5/4/2026, 11:33:51	การขนส่งและคลังสินค้า	18 — 24 ปี	หญิง	อยู่กับครอบครัว / ผู้ปกครอง	มากกว่า 150,000 บาท	10	1 — 2 ชั่วโมง	น้อย	น้อย	น้อย	1 — 2 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	ไม่เลย	ตลอดเวลา	ตลอด	ไม่เคย	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	ส่วนใหญ่ของเวลา
5/4/2026, 12:37:25	การศึกษา	18 — 24 ปี	หญิง	อยู่คนเดียว	30,001 — 50,000 บาท	4	1 — 2 ชั่วโมง	บ่อยครั้ง	บางครั้ง	น้อย	3 — 5 คน	มาก	เป็นไปได้	ตลอดเวลา	ส่วนใหญ่	ตลอดเวลา	ไม่เลย	ไม่เคย	ตลอด	ส่วนใหญ่ของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา
5/4/2026, 12:45:49	การค้าส่ง ค้าปลีก และการซ่อมแซม	25 — 34 ปี	หญิง	อพาร์ทเม้นท์	50,001 — 80,000 บาท	9	1 — 2 ชั่วโมง	ไม่เคย	น้อย	น้อย	ไม่มี	น้อย	ยาก	ไม่เลย	ไม่เลย	น้อยมาก	ตลอดเวลา	ตลอด	ไม่เคย	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา
5/4/2026, 12:58:43	อุตสาหกรรมการผลิตและโรงงาน	35 — 44 ปี	หญิง	บ้านเช่า	20,001 — 30,000 บาท	4	1 — 2 ชั่วโมง	น้อย	น้อย	น้อย	1 — 2 คน	น้อย	ยาก	ตลอดเวลา	ส่วนใหญ่	ส่วนใหญ่	ไม่เลย	ไม่เคย	ตลอด	บางครั้ง	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา
5/4/2026, 13:06:11	การค้าส่ง ค้าปลีก และการซ่อมแซม	35 — 44 ปี	ชาย	อยู่คนเดียว	10,000 — 20,000 บาท	1	1 — 2 ชั่วโมง	บางครั้ง	บางครั้ง	บางครั้ง	1 — 2 คน	น้อย	ยาก	ส่วนใหญ่	ส่วนใหญ่	ส่วนใหญ่	น้อยมาก	ไม่เคย	ตลอด	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา
5/4/2026, 13:57:34	การสื่อสารและเทคโนโลยีสารสนเทศ	35 — 44 ปี	หญิง	อยู่กับครอบครัว / ผู้ปกครอง	30,001 — 50,000 บาท	4	1 — 2 ชั่วโมง	บ่อยมาก	บ่อยมาก	บ่อยมาก	3 — 5 คน	มาก	เป็นไปได้	ส่วนใหญ่	ส่วนใหญ่	ตลอดเวลา	น้อยมาก	ไม่เคย	ตลอด	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
5/4/2026, 14:07:46	อุตสาหกรรมการผลิตและโรงงาน	25 — 34 ปี	หญิง	อยู่กับครอบครัว / ผู้ปกครอง	80,001 — 150,000 บาท	7	1 — 2 ชั่วโมง	ไม่เคย	ไม่เคย	ไม่เคย	1 — 2 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	ไม่เลย	ตลอดเวลา	ตลอด	ไม่เคย	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา
5/4/2026, 14:29:52	การศึกษา	18 — 24 ปี	หญิง	อยู่คนเดียว	50,001 — 80,000 บาท	8	1 — 2 ชั่วโมง	บ่อยมาก	บ่อยมาก	บ่อยมาก	1 — 2 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	ไม่เลย	ตลอดเวลา	ตลอด	ไม่เคย	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
5/4/2026, 14:57:29	การค้าส่ง ค้าปลีก และการซ่อมแซม	18 — 24 ปี	ชาย	อยู่คนเดียว	30,001 — 50,000 บาท	6	1 — 2 ชั่วโมง	น้อย	น้อย	น้อย	1 — 2 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	ไม่เลย	ส่วนใหญ่	ตลอด	ไม่เคย	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา
5/4/2026, 15:19:19	การบริหารราชการและรัฐวิสาหกิจ	25 — 34 ปี	หญิง	อยู่กับเพื่อน / คู่รัก / แชร์ที่พัก	30,001 — 50,000 บาท	4	2 — 4 ชั่วโมง	บ่อยครั้ง	บางครั้ง	บางครั้ง	3 — 5 คน	น้อย	ยาก	ตลอดเวลา	ส่วนใหญ่	ตลอดเวลา	น้อยมาก	ไม่เคย	ตลอด	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
5/4/2026, 15:23:42	การสื่อสารและเทคโนโลยีสารสนเทศ	35 — 44 ปี	หญิง	หอพัก	30,001 — 50,000 บาท	7	1 — 2 ชั่วโมง	น้อย	น้อย	น้อย	1 — 2 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	ไม่เลย	ตลอดเวลา	ตลอด	ไม่เคย	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา
5/4/2026, 15:35:36	การสื่อสารและเทคโนโลยีสารสนเทศ	35 — 44 ปี	ชาย	อยู่กับครอบครัว / ผู้ปกครอง	80,001 — 150,000 บาท	7	2 — 4 ชั่วโมง	บ่อยครั้ง	บ่อยมาก	บ่อยครั้ง	1 — 2 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	ไม่เลย	ตลอดเวลา	ตลอด	ไม่เคย	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
5/4/2026, 16:22:19	การสื่อสารและเทคโนโลยีสารสนเทศ	35 — 44 ปี	หญิง	คอนโด	50,001 — 80,000 บาท	8	1 — 2 ชั่วโมง	บ่อยครั้ง	บ่อยมาก	บ่อยครั้ง	3 — 5 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	น้อยมาก	ส่วนใหญ่	ตลอด	ไม่เคย	บางครั้ง	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา
5/4/2026, 16:29:29	ไรเดอร์ส่งอาหาร	35 — 44 ปี	ชาย	อยู่กับครอบครัว / ผู้ปกครอง	30,001 — 50,000 บาท	6	2 — 4 ชั่วโมง	บ่อยครั้ง	บ่อยมาก	บ่อยมาก	3 — 5 คน	มาก	เป็นไปได้	ไม่เลย	ไม่เลย	น้อยมาก	ตลอดเวลา	ตลอด	ไม่เคย	น้อยกว่าครึ่งหนึ่งของเวลา	บางครั้ง	บางครั้ง	น้อยกว่าครึ่งหนึ่งของเวลา	บางครั้ง
5/4/2026, 16:45:31	ที่พักแรมและบริการด้านอาหาร	35 — 44 ปี	หญิง	อยู่กับครอบครัว / ผู้ปกครอง	20,001 — 30,000 บาท	4	1 — 2 ชั่วโมง	น้อย	บางครั้ง	ไม่เคย	มากกว่า 5 คน	มาก	ง่าย	ตลอดเวลา	ตลอดเวลา	ส่วนใหญ่	ไม่เลย	ไม่เคย	ตลอด	บางครั้ง	บางครั้ง	น้อยกว่าครึ่งหนึ่งของเวลา	บางครั้ง	บางครั้ง
5/4/2026, 16:50:29	การค้าส่ง ค้าปลีก และการซ่อมแซม	35 — 44 ปี	ชาย	อยู่กับครอบครัว / ผู้ปกครอง	10,000 — 20,000 บาท	2	1 — 2 ชั่วโมง	น้อย	น้อย	ไม่เคย	3 — 5 คน	น้อย	ยาก	ส่วนใหญ่	บ้าง	ส่วนใหญ่	น้อยมาก	ไม่เคย	ตลอด	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา
5/4/2026, 17:07:14	ที่พักแรมและบริการด้านอาหาร	25 — 34 ปี	หญิง	อยู่กับครอบครัว / ผู้ปกครอง	30,001 — 50,000 บาท	6	2 — 4 ชั่วโมง	บ่อยครั้ง	บ่อยมาก	บ่อยมาก	1 — 2 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	ไม่เลย	ส่วนใหญ่	ตลอด	ไม่เคย	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
5/4/2026, 17:12:12	การค้าส่ง ค้าปลีก และการซ่อมแซม	25 — 34 ปี	หญิง	อยู่กับเพื่อน / คู่รัก / แชร์ที่พัก	20,001 — 30,000 บาท	6	1 — 2 ชั่วโมง	บ่อยครั้ง	บ่อยครั้ง	บ่อยครั้ง	1 — 2 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	ไม่เลย	ส่วนใหญ่	ตลอด	ไม่เคย	น้อยกว่าครึ่งหนึ่งของเวลา	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
5/4/2026, 17:16:45	ที่พักแรมและบริการด้านอาหาร	มากกว่า 45 ปี																						
5/4/2026, 17:38:49	อุตสาหกรรมการผลิตและโรงงาน	18 — 24 ปี	ชาย	อยู่คนเดียว	10,000 — 20,000 บาท	2	2 — 4 ชั่วโมง	บางครั้ง	น้อย	น้อย	3 — 5 คน	มาก	ง่าย	ส่วนใหญ่	ตลอดเวลา	ส่วนใหญ่	น้อยมาก	ไม่เคย	ตลอด	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา
5/4/2026, 18:09:37	การสื่อสารและเทคโนโลยีสารสนเทศ	18 — 24 ปี	ชาย	อยู่กับครอบครัว / ผู้ปกครอง	50,001 — 80,000 บาท	7	1 — 2 ชั่วโมง	บ่อยครั้ง	บ่อยมาก	บ่อยครั้ง	1 — 2 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	ไม่เลย	ส่วนใหญ่	ตลอด	ไม่เคย	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
5/4/2026, 18:20:39	การสื่อสารและเทคโนโลยีสารสนเทศ	มากกว่า 45 ปี																						
5/4/2026, 18:42:49	การสื่อสารและเทคโนโลยีสารสนเทศ	25 — 34 ปี	หญิง	อยู่คนเดียว	50,001 — 80,000 บาท	7	1 — 2 ชั่วโมง	น้อย	น้อย	น้อย	ไม่มี	น้อย	ยาก	ไม่เลย	ไม่เลย	ไม่เลย	ตลอดเวลา	ตลอด	ไม่เคย	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา
5/4/2026, 18:56:56	การเงินและประกันภัย	25 — 34 ปี	ชาย	อยู่กับครอบครัว / ผู้ปกครอง	50,001 — 80,000 บาท	9	1 — 2 ชั่วโมง	น้อย	บางครั้ง	บางครั้ง	1 — 2 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	น้อยมาก	ส่วนใหญ่	ตลอด	ไม่เคย	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา
5/4/2026, 19:05:10	อุตสาหกรรมการผลิตและโรงงาน	35 — 44 ปี	หญิง	อพาร์ทเม้นท์	20,001 — 30,000 บาท	4	1 — 2 ชั่วโมง	บางครั้ง	บางครั้ง	น้อย	3 — 5 คน	น้อย	ยาก	ตลอดเวลา	ส่วนใหญ่	ตลอดเวลา	ไม่เลย	ไม่เคย	ตลอด	บางครั้ง	น้อยกว่าครึ่งหนึ่งของเวลา	บางครั้ง	บางครั้ง	บางครั้ง
5/4/2026, 19:19:38	การสื่อสารและเทคโนโลยีสารสนเทศ	35 — 44 ปี	หญิง	อยู่กับครอบครัว / ผู้ปกครอง	80,001 — 150,000 บาท	8	1 — 2 ชั่วโมง	น้อย	น้อย	น้อย	1 — 2 คน	น้อย	ยาก	น้อยมาก	น้อยมาก	บ้าง	ตลอดเวลา	ตลอด	ไม่เคย	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา
5/4/2026, 19:24:08	การค้าส่ง ค้าปลีก และการซ่อมแซม	18 — 24 ปี	ชาย	อยู่กับเพื่อน / คู่รัก / แชร์ที่พัก	50,001 — 80,000 บาท	9	2 — 4 ชั่วโมง	บ่อยครั้ง	บ่อยครั้ง	บ่อยครั้ง	1 — 2 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	น้อยมาก	ตลอดเวลา	ตลอด	ไม่เคย	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
5/4/2026, 19:26:55	ที่พักแรมและบริการด้านอาหาร	25 — 34 ปี	หญิง	อยู่คนเดียว	20,001 — 30,000 บาท	6	1 — 2 ชั่วโมง	น้อย	น้อย	น้อย	1 — 2 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	ไม่เลย	ตลอดเวลา	ตลอด	ไม่เคย	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา
5/4/2026, 19:36:53	การเงินและประกันภัย	น้อยกว่า 18 ปี																						
5/4/2026, 19:41:52	การค้าส่ง ค้าปลีก และการซ่อมแซม	35 — 44 ปี	หญิง	อยู่กับเพื่อน / คู่รัก / แชร์ที่พัก	30,001 — 50,000 บาท	5	2 — 4 ชั่วโมง	บ่อยมาก	บ่อยมาก	บ่อยมาก	3 — 5 คน	มาก	เป็นไปได้	ตลอดเวลา	ส่วนใหญ่	ตลอดเวลา	ไม่เลย	ไม่เคย	ตลอด	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
